id	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus
gbif.org/species/7341184	gbif.org/species/7341184	Hylophylax naevius	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Hylophylax	naevius	Especie	(Gmelin, 1789)	Spot-backed Antbird	Válido
gbif.org/species/5788605	gbif.org/species/5788605	Hylophylax punctulatus	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Hylophylax	punctulatus	Especie	(Des Murs, 1856)	Dot-backed Antbird	Válido
gbif.org/species/7341168	gbif.org/species/7341168	Willisornis poecilinotus	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Willisornis	poecilinotus	Especie	(Cabanis, 1847)	Common Scale-backed Antbird	Válido
gbif.org/species/2490230	gbif.org/species/2490230	Phlegopsis nigromaculata	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Phlegopsis	nigromaculata	Especie	(Orbigny & Lafresnaye, 1837)	Black-spotted Bare-eye	Válido
gbif.org/species/2490231	gbif.org/species/2490231	Phlegopsis erythroptera	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Phlegopsis	erythroptera	Especie	(Gould, 1855)	Reddish-winged Bare-eye	Válido
gbif.org/species/2490166	gbif.org/species/2490166	Phaenostictus mcleannani	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Phaenostictus	mcleannani	Especie	(Lawrence, 1860)	Ocellated Antbird	Válido
gbif.org/species/2490573	gbif.org/species/2490573	Pittasoma michleri	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Pittasoma	michleri	Especie	(Cassin, 1860)	Black-crowned Antpitta	Válido
gbif.org/species/2490572	gbif.org/species/2490572	Pittasoma rufopileatum	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Pittasoma	rufopileatum	Especie	(Hartert, 1901)	Rufous-crowned Antpitta	Válido
gbif.org/species/2488939	gbif.org/species/2488939	Conopophaga aurita	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Conopophaga	aurita	Especie	(Gmelin, 1789)	Chestnut-belted Gnateater	Válido
gbif.org/species/2488936	gbif.org/species/2488936	Conopophaga castaneiceps	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Conopophaga	castaneiceps	Especie	(P.L. Sclater, 1857)	Chestnut-crowned Gnateater	Válido
gbif.org/species/2490525	gbif.org/species/2490525	Grallaria squamigera	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	squamigera	Especie	(Prevost & Des Murs, 1842)	Undulated Antpitta	Válido
gbif.org/species/2490517	gbif.org/species/2490517	Grallaria gigantea	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	gigantea	Especie	(Lawrence, 1866)	Giant Antpitta	Válido
gbif.org/species/2490545	gbif.org/species/2490545	Grallaria varia	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	varia	Especie	(Boddaert, 1783)	Variegated Antpitta	Válido
gbif.org/species/2490520	gbif.org/species/2490520	Grallaria alleni	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	alleni	Especie	(Chapman, 1912)	Moustached Antpitta	Válido
gbif.org/species/2490529	gbif.org/species/2490529	Grallaria guatimalensis	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	guatimalensis	Especie	(Prevost & Des Murs, 1842)	Scaled Antpitta	Válido
gbif.org/species/2490518	gbif.org/species/2490518	Grallaria haplonota	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	haplonota	Especie	(P.L. Sclater, 1877)	Plain-backed Antpitta	Válido
gbif.org/species/2490526	gbif.org/species/2490526	Grallaria dignissima	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	dignissima	Especie	(P.L. Sclater & Salvin, 1880)	Ochre-striped Antpitta	Válido
gbif.org/species/2490523	gbif.org/species/2490523	Grallaria ruficapilla	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	ruficapilla	Especie	(Lafresnaye, 1842)	Chestnut-crowned Antpitta	Válido
gbif.org/species/2490522	gbif.org/species/2490522	Grallaria bangsi	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	bangsi	Especie	(Allen, 1900)	Santa Marta Antpitta	Válido
gbif.org/species/2490530	gbif.org/species/2490530	Grallaria kaestneri	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	kaestneri	Especie	(F.G. Stiles, 1992)	Cundinamarca Antpitta	Válido
gbif.org/species/2490540	gbif.org/species/2490540	Grallaria nuchalis	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	nuchalis	Especie	(P.L. Sclater, 1860)	Chestnut-naped Antpitta	Válido
gbif.org/species/2490528	gbif.org/species/2490528	Grallaria flavotincta	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	flavotincta	Especie	(P.L. Sclater, 1877)	Yellow-breasted Antpitta	Válido
gbif.org/species/2490539	gbif.org/species/2490539	Grallaria hypoleuca	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	hypoleuca	Especie	(P.L. Sclater, 1855)	White-bellied Antpitta	Válido
gbif.org/species/11163929	gbif.org/species/11163929	Grallaria spatiator	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	spatiator	Especie	(Bangs, 1898)	Sierra Nevada Antpitta	Válido
gbif.org/species/10717908	gbif.org/species/10717908	Grallaria saltuensis	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	saltuensis	Especie	(Wetmore, 1946)	Equatorial Antpitta	Válido
gbif.org/species/2490543	gbif.org/species/2490543	Grallaria rufocinerea	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	rufocinerea	Especie	(P.L. Sclater & Salvin, 1879)	Bicolored Antpitta	Válido
gbif.org/species/2490533	gbif.org/species/2490533	Grallaria rufula	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	rufula	Especie	(Lafresnaye, 1843)	Muisca Antpitta	Válido
gbif.org/species/11142889	gbif.org/species/11142889	Grallaria alvarezi	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	alvarezi	Especie	(Cuervo, Cadena, M.L.Isler & Chesser, 2020)	Chamí Antpitta	Válido
gbif.org/species/11144039	gbif.org/species/11144039	Grallaria saturata	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	saturata	Especie	(Domaniewski & Stolzmann, 1918)	Perijá Antpitta	Válido
gbif.org/species/2490542	gbif.org/species/2490542	Grallaria quitensis	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	quitensis	Especie	(Lesson, 1844)	Tawny Antpitta	Válido
gbif.org/species/6101111	gbif.org/species/6101111	Grallaria urraoensis	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	urraoensis	Especie	(Carantón-Ayala & Certuche-Cubillos, 2010)	Urrao Antpitta	Válido
gbif.org/species/2490519	gbif.org/species/2490519	Grallaria milleri	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaria	milleri	Especie	(Chapman, 1912)	Brown-banded Antpitta	Válido
gbif.org/species/2490514	gbif.org/species/2490514	Grallaricula flavirostris	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaricula	flavirostris	Especie	(P.L. Sclater, 1858)	Ochre-breasted Antpitta	Válido
gbif.org/species/2490511	gbif.org/species/2490511	Grallaricula lineifrons	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaricula	lineifrons	Especie	(Chapman, 1924)	Crescent-faced Antpitta	Válido
gbif.org/species/2490515	gbif.org/species/2490515	Grallaricula cucullata	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaricula	cucullata	Especie	(P.L. Sclater, 1856)	Hooded Antpitta	Válido
gbif.org/species/2490509	gbif.org/species/2490509	Grallaricula ferrugineipectus	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaricula	ferrugineipectus	Especie	(P.L. Sclater, 1857)	Rusty-breasted Antpitta	Válido
gbif.org/species/2490510	gbif.org/species/2490510	Grallaricula nana	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Grallaricula	nana	Especie	(Lafresnaye, 1842)	Slate-crowned Antpitta	Válido
gbif.org/species/2490558	gbif.org/species/2490558	Hylopezus perspicillatus	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Hylopezus	perspicillatus	Especie	(Lawrence, 1861)	Streak-chested Antpitta	Válido
gbif.org/species/2490562	gbif.org/species/2490562	Hylopezus macularius	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Hylopezus	macularius	Especie	(Temminck, 1830)	Spotted Antpitta	Válido
organismnames.com/details.htm?lsid=5426733	organismnames.com/details.htm?lsid=5426733	Myrmothera fulviventris	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Myrmothera	fulviventris	Especie	(P.L. Sclater, 1858)	White-lored Antpitta	Válido
organismnames.com/details.htm?lsid=5426732	organismnames.com/details.htm?lsid=5426732	Myrmothera dives	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Myrmothera	dives	Especie	(Salvin, 1865)	Thicket Antpitta	Válido
gbif.org/species/2490554	gbif.org/species/2490554	Myrmothera campanisona	Animalia	Chordata	Aves	Passeriformes	Grallariidae	Myrmothera	campanisona	Especie	(Hermann, 1783)	Thrush-like Antpitta	Válido
gbif.org/species/2490961	gbif.org/species/2490961	Liosceles thoracicus	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Liosceles	thoracicus	Especie	(P.L. Sclater, 1865)	Rusty-belted Tapaculo	Válido
gbif.org/species/2490975	gbif.org/species/2490975	Acropternis orthonyx	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Acropternis	orthonyx	Especie	(Lafresnaye, 1843)	Ocellated Tapaculo	Válido
gbif.org/species/2490963	gbif.org/species/2490963	Myornis senilis	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Myornis	senilis	Especie	(Lafresnaye, 1840)	Ash-colored Tapaculo	Válido
gbif.org/species/6087863	gbif.org/species/6087863	Scytalopus opacus	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	opacus	Especie	(Zimmer, 1941)	Paramo Tapaculo	Válido
gbif.org/species/2491005	gbif.org/species/2491005	Scytalopus canus	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	canus	Especie	(Chapman, 1915)	Paramillo Tapaculo	Válido
gbif.org/species/2490992	gbif.org/species/2490992	Scytalopus atratus	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	atratus	Especie	(Hellmayr, 1922)	White-crowned Tapaculo	Válido
gbif.org/species/5789075	gbif.org/species/5789075	Scytalopus sanctaemartae	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	sanctaemartae	Especie	(Chapman, 1915)	Santa Marta Tapaculo	Válido
gbif.org/species/2490989	gbif.org/species/2490989	Scytalopus micropterus	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	micropterus	Especie	(P.L. Sclater, 1858)	Long-tailed Tapaculo	Válido
gbif.org/species/7340755	gbif.org/species/7340755	Scytalopus latrans	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	latrans	Especie	(Hellmayr, 1924)	Blackish Tapaculo	Válido
gbif.org/species/2490999	gbif.org/species/2490999	Scytalopus vicinior	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	vicinior	Especie	(Zimmer, 1939)	NariÒo Tapaculo	Válido
gbif.org/species/2490978	gbif.org/species/2490978	Scytalopus panamensis	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	panamensis	Especie	(Chapman, 1915)	Tacarcuna Tapaculo	Válido
gbif.org/species/2490983	gbif.org/species/2490983	Scytalopus chocoensis	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	chocoensis	Especie	(Krabbe & Schulenberg, 1997)	Choco Tapaculo	Válido
gbif.org/species/5789077	gbif.org/species/5789077	Scytalopus rodriguezi	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	rodriguezi	Especie	(Krabbe, P.G.W. Salaman, A. Cortes, A. Quevedo, L.A. Ortega & C.D. Cadena, 2005)	Magdalena Tapaculo	Válido
gbif.org/species/5789072	gbif.org/species/5789072	Scytalopus stilesi	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	stilesi	Especie	(A.M. Cuervo, C.D. Cadena, Krabbe & Renjifo, 2005)	Stiles's Tapaculo	Válido
gbif.org/species/9472726	gbif.org/species/9472726	Scytalopus alvarezlopezi	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	alvarezlopezi	Especie	(Stiles, Laverde-R, O & Cadena, 2017)	Tatama Tapaculo	Válido
gbif.org/species/2490998	gbif.org/species/2490998	Scytalopus griseicollis	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	griseicollis	Especie	(Lafresnaye, 1840)	Pale-bellied Tapaculo	Válido
gbif.org/species/2491000	gbif.org/species/2491000	Scytalopus latebricola	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	latebricola	Especie	(Bangs, 1899)	Brown-rumped Tapaculo	Válido
gbif.org/species/8986607	gbif.org/species/8986607	Scytalopus perijanus	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	perijanus	Especie	(Avendaño, Cuervo, López-O, Gutiérrez-Pinto, Cortés-Diago & Cadena, 2015)	Perija Tapaculo	Válido
gbif.org/species/2490984	gbif.org/species/2490984	Scytalopus spillmanni	Animalia	Chordata	Aves	Passeriformes	Rhinocryptidae	Scytalopus	spillmanni	Especie	(Stresemann, 1937)	Spillmann's Tapaculo	Válido
gbif.org/species/2490548	gbif.org/species/2490548	Formicarius colma	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	colma	Especie	(Boddaert, 1783)	Rufous-capped Antthrush	Válido
gbif.org/species/2490551	gbif.org/species/2490551	Formicarius analis	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	analis	Especie	(Orbigny & Lafresnaye, 1837)	Black-faced Antthrush	Válido
gbif.org/species/2490550	gbif.org/species/2490550	Formicarius nigricapillus	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	nigricapillus	Especie	(Ridgway, 1893)	Black-headed Antthrush	Válido
gbif.org/species/2490552	gbif.org/species/2490552	Formicarius rufipectus	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	rufipectus	Especie	(Blake, 1957)	Rufous-breasted Antthrush	Válido
gbif.org/species/2490570	gbif.org/species/2490570	Chamaeza campanisona	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Chamaeza	campanisona	Especie	(Lichtenstein, 1823)	Short-tailed Antthrush	Válido
gbif.org/species/2490569	gbif.org/species/2490569	Chamaeza nobilis	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Chamaeza	nobilis	Especie	(Gould, 1855)	Striated Antthrush	Válido
gbif.org/species/2490565	gbif.org/species/2490565	Chamaeza turdina	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Chamaeza	turdina	Especie	(Cabanis & Heine, 1859)	Schwartz's Antthrush	Válido
gbif.org/species/2490566	gbif.org/species/2490566	Chamaeza mollissima	Animalia	Chordata	Aves	Passeriformes	Formicariidae	Chamaeza	mollissima	Especie	(P.L. Sclater, 1855)	Barred Antthrush	Válido
gbif.org/species/8867648	gbif.org/species/8867648	Sclerurus obscurior	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Sclerurus	obscurior	Especie	(Hartert & Ejo, 1901)	South American Leaftosser	Válido
gbif.org/species/2485209	gbif.org/species/2485209	Sclerurus rufigularis	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Sclerurus	rufigularis	Especie	(Pelzeln, 1868)	Short-billed Leaftosser	Válido
gbif.org/species/2485239	gbif.org/species/2485239	Sclerurus guatemalensis	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Sclerurus	guatemalensis	Especie	(Hartlaub, 1844)	Scaly-throated Leaftosser	Válido
gbif.org/species/2485214	gbif.org/species/2485214	Sclerurus caudacutus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Sclerurus	caudacutus	Especie	(Vieillot, 1816)	Black-tailed Leaftosser	Válido
gbif.org/species/2485229	gbif.org/species/2485229	Sclerurus albigularis	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Sclerurus	albigularis	Especie	(P.L. Sclater & Salvin, 1869)	Gray-throated Leaftosser	Válido
gbif.org/species/7340380	gbif.org/species/7340380	Certhiasomus stictolaemus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Certhiasomus	stictolaemus	Especie	(Pelzeln, 1868)	Spot-throated Woodcreeper	Válido
gbif.org/species/2485628	gbif.org/species/2485628	Sittasomus griseicapillus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Sittasomus	griseicapillus	Especie	(Vieillot, 1818)	Olivaceous Woodcreeper	Válido
gbif.org/species/2485200	gbif.org/species/2485200	Deconychura longicauda	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Deconychura	longicauda	Especie	(Pelzeln, 1868)	Long-tailed Woodcreeper	Válido
gbif.org/species/2485976	gbif.org/species/2485976	Dendrocincla tyrannina	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocincla	tyrannina	Especie	(Lafresnaye, 1851)	Tyrannine Woodcreeper	Válido
gbif.org/species/2485965	gbif.org/species/2485965	Dendrocincla merula	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocincla	merula	Especie	(Lichtenstein, 1820)	White-chinned Woodcreeper	Válido
gbif.org/species/2485979	gbif.org/species/2485979	Dendrocincla homochroa	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocincla	homochroa	Especie	(P.L. Sclater, 1860)	Ruddy Woodcreeper	Válido
gbif.org/species/2485950	gbif.org/species/2485950	Dendrocincla fuliginosa	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocincla	fuliginosa	Especie	(Vieillot, 1818)	Plain-brown Woodcreeper	Válido
gbif.org/species/2485341	gbif.org/species/2485341	Glyphorynchus spirurus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Glyphorynchus	spirurus	Especie	(Vieillot, 1819)	Wedge-billed Woodcreeper	Válido
gbif.org/species/2484920	gbif.org/species/2484920	Dendrexetastes rufigula	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrexetastes	rufigula	Especie	(Lesson, 1844)	Cinnamon-throated Woodcreeper	Válido
gbif.org/species/5230046	gbif.org/species/5230046	Nasica longirostris	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Nasica	longirostris	Especie	(Vieillot, 1818)	Long-billed Woodcreeper	Válido
gbif.org/species/2485796	gbif.org/species/2485796	Dendrocolaptes sanctithomae	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocolaptes	sanctithomae	Especie	(Lafresnaye, 1852)	Northern Barred-Woodcreeper	Válido
gbif.org/species/2485789	gbif.org/species/2485789	Dendrocolaptes certhia	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocolaptes	certhia	Especie	(Boddaert, 1783)	Amazonian Barred-Woodcreeper	Válido
gbif.org/species/9680445	gbif.org/species/9680445	Dendrocolaptes picumnus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendrocolaptes	picumnus	Especie	(Lichtenstein, 1820)	Black-banded Woodcreeper	Válido
gbif.org/species/2485244	gbif.org/species/2485244	Hylexetastes stresemanni	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Hylexetastes	stresemanni	Especie	(E. Snethlage, 1925)	Bar-bellied Woodcreeper	Válido
gbif.org/species/2485461	gbif.org/species/2485461	Xiphocolaptes promeropirhynchus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphocolaptes	promeropirhynchus	Especie	(Lesson, 1840)	Strong-billed Woodcreeper	Válido
gbif.org/species/5230149	gbif.org/species/5230149	Xiphorhynchus obsoletus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	obsoletus	Especie	(Lichtenstein, 1820)	Striped Woodcreeper	Válido
gbif.org/species/5230190	gbif.org/species/5230190	Xiphorhynchus ocellatus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	ocellatus	Especie	(Spix, 1824)	Ocellated Woodcreeper	Válido
gbif.org/species/5230133	gbif.org/species/5230133	Xiphorhynchus elegans	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	elegans	Especie	(Pelzeln, 1868)	Elegant Woodcreeper	Válido
gbif.org/species/5230198	gbif.org/species/5230198	Xiphorhynchus susurrans	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	susurrans	Especie	(Jardine, 1847)	Cocoa Woodcreeper	Válido
gbif.org/species/5230139	gbif.org/species/5230139	Xiphorhynchus guttatus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	guttatus	Especie	(Lichtenstein, 1820)	Buff-throated Woodcreeper	Válido
gbif.org/species/5230187	gbif.org/species/5230187	Xiphorhynchus lachrymosus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	lachrymosus	Especie	(Lawrence, 1862)	Black-striped Woodcreeper	Válido
gbif.org/species/5230172	gbif.org/species/5230172	Xiphorhynchus erythropygius	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	erythropygius	Especie	(P.L. Sclater, 1860)	Spotted Woodcreeper	Válido
gbif.org/species/5230123	gbif.org/species/5230123	Xiphorhynchus triangularis	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xiphorhynchus	triangularis	Especie	(Lafresnaye, 1842)	Olive-backed Woodcreeper	Válido
gbif.org/species/7342224	gbif.org/species/7342224	Dendroplex picus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendroplex	picus	Especie	(J.F. Gmelin, 1788)	Straight-billed Woodcreeper	Válido
gbif.org/species/5788709	gbif.org/species/5788709	Dendroplex kienerii	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Dendroplex	kienerii	Especie	(Zimmer, 1934)	Zimmer's Woodcreeper	Válido
gbif.org/species/2485917	gbif.org/species/2485917	Campylorhamphus trochilirostris	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Campylorhamphus	trochilirostris	Especie	(Lichtenstein, 1820)	Red-billed Scythebill	Válido
gbif.org/species/2485932	gbif.org/species/2485932	Campylorhamphus procurvoides	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Campylorhamphus	procurvoides	Especie	(Lafresnaye, 1850)	Curve-billed Scythebill	Válido
gbif.org/species/2485937	gbif.org/species/2485937	Campylorhamphus pusillus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Campylorhamphus	pusillus	Especie	(P.L. Sclater, 1860)	Brown-billed Scythebill	Válido
gbif.org/species/6085997	gbif.org/species/6085997	Drymotoxeres pucheranii	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Drymotoxeres	pucheranii	Especie	(Des Murs, 1849)	Greater Scythebill	Válido
gbif.org/species/2486044	gbif.org/species/2486044	Lepidocolaptes souleyetii	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Lepidocolaptes	souleyetii	Especie	(Des Murs, 1849)	Streak-headed Woodcreeper	Válido
gbif.org/species/2486011	gbif.org/species/2486011	Lepidocolaptes lacrymiger	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Lepidocolaptes	lacrymiger	Especie	(Des Murs, 1849)	Montane Woodcreeper	Válido
gbif.org/species/9599337	gbif.org/species/9599337	Lepidocolaptes duidae	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Lepidocolaptes	duidae	Especie	(J.T. Zimmer, 1934)	Duida Woodcreeper	Válido
gbif.org/species/9438773	gbif.org/species/9438773	Xenops tenuirostris	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xenops	tenuirostris	Especie	(Pelzeln, 1859)	Slender-billed Xenops	Válido
gbif.org/species/5230220	gbif.org/species/5230220	Xenops minutus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xenops	minutus	Especie	(Sparrman, 1788)	Plain Xenops	Válido
gbif.org/species/5230207	gbif.org/species/5230207	Xenops rutilans	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Xenops	rutilans	Especie	(Temminck, 1821)	Streaked Xenops	Válido
gbif.org/species/5230284	gbif.org/species/5230284	Berlepschia rikeri	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Berlepschia	rikeri	Especie	(Ridgway, 1887)	Point-tailed Palmcreeper	Válido
gbif.org/species/5846364	gbif.org/species/5846364	Microxenops milleri	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Microxenops	milleri	Especie	(Chapman, 1914)	Rufous-tailed Xenops	Válido
gbif.org/species/6100763	gbif.org/species/6100763	Pseudocolaptes johnsoni	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Pseudocolaptes	johnsoni	Especie	(Lönnberg & Rendahl, 1922)	Pacific Tuftedcheek	Válido
gbif.org/species/2485617	gbif.org/species/2485617	Pseudocolaptes boissonneautii	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Pseudocolaptes	boissonneautii	Especie	(Lafresnaye, 1840)	Streaked Tuftedcheek	Válido
gbif.org/species/6100762	gbif.org/species/6100762	Premnornis guttuliger	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Premnornis	guttuliger	Especie	(P.L. Sclater, 1864)	Rusty-winged Barbtail	Válido
gbif.org/species/9309489	gbif.org/species/9309489	Furnarius leucopus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Furnarius	leucopus	Especie	(Swainson, 1838)	Pale-legged Hornero	Válido
gbif.org/species/2485813	gbif.org/species/2485813	Furnarius torridus	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Furnarius	torridus	Especie	(P.L. Sclater & Salvin, 1866)	Pale-billed Hornero	Válido
gbif.org/species/2485830	gbif.org/species/2485830	Furnarius minor	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Furnarius	minor	Especie	(Pelzeln, 1858)	Lesser Hornero	Válido
gbif.org/species/2485506	gbif.org/species/2485506	Lochmias nematura	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Lochmias	nematura	Especie	(Lichtenstein, 1823)	Sharp-tailed Streamcreeper	Válido
gbif.org/species/9434745	gbif.org/species/9434745	Cinclodes albidiventris	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Cinclodes	albidiventris	Especie	(P.L. Sclater, 1860)	Chestnut-winged Cinclodes	Válido
gbif.org/species/2485064	gbif.org/species/2485064	Cinclodes excelsior	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Cinclodes	excelsior	Especie	(P.L. Sclater, 1860)	Stout-billed Cinclodes	Válido
gbif.org/species/2485496	gbif.org/species/2485496	Anabazenops dorsalis	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Anabazenops	dorsalis	Especie	(P.L. Sclater & Salvin, 1880)	Dusky-cheeked Foliage-gleaner	Válido
gbif.org/species/2485697	gbif.org/species/2485697	Philydor fuscipenne	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Philydor	fuscipenne	Especie	(Salvin, 1866)	Slaty-winged Foliage-gleaner	Válido
gbif.org/species/2485721	gbif.org/species/2485721	Philydor erythrocercum	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Philydor	erythrocercum	Especie	(Pelzeln, 1859)	Rufous-rumped Foliage-gleaner	Válido
gbif.org/species/2485705	gbif.org/species/2485705	Philydor pyrrhodes	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Philydor	pyrrhodes	Especie	(Cabanis, 1848)	Cinnamon-rumped Foliage-gleaner	Válido
