id	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	scientificNameAuthorship	vernacularName	taxonomicStatus
gbif.org/species/2477472	gbif.org/species/2477472	Nothocercus julius	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothocercus	julius	Especie	(Bonaparte, 1854)	Tawny-breasted Tinamou	Válido
gbif.org/species/2477473	gbif.org/species/2477473	Nothocercus bonapartei	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothocercus	bonapartei	Especie	(G.R. Gray, 1867)	Highland Tinamou	Válido
gbif.org/species/2477572	gbif.org/species/2477572	Nothoprocta curvirostris	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta	curvirostris	Especie	(Sclater & Salvin, 1873)	Curve-billed Tinamou	Válido
gbif.org/species/2477622	gbif.org/species/2477622	Tinamus tao	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	tao	Especie	(Temminck, 1815)	Gray Tinamou	Válido
gbif.org/species/2477618	gbif.org/species/2477618	Tinamus osgoodi	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	osgoodi	Especie	(Conover, 1949)	Black Tinamou	Válido
gbif.org/species/2477630	gbif.org/species/2477630	Tinamus major	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	major	Especie	(J.F. Gmelin, 1789)	Great Tinamou	Válido
gbif.org/species/2477621	gbif.org/species/2477621	Tinamus guttatus	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	guttatus	Especie	(Pelzeln, 1863)	White-throated Tinamou	Válido
gbif.org/species/2477528	gbif.org/species/2477528	Crypturellus berlepschi	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	berlepschi	Especie	(Rothschild, 1897)	Berlepsch's Tinamou	Válido
gbif.org/species/2477533	gbif.org/species/2477533	Crypturellus cinereus	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	cinereus	Especie	(J.F. Gmelin, 1789)	Cinereous Tinamou	Válido
gbif.org/species/2477507	gbif.org/species/2477507	Crypturellus soui	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	soui	Especie	(Hermann, 1783)	Little Tinamou	Válido
gbif.org/species/2477535	gbif.org/species/2477535	Crypturellus obsoletus	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	obsoletus	Especie	(Temminck, 1815)	Brown Tinamou	Válido
gbif.org/species/2477560	gbif.org/species/2477560	Crypturellus undulatus	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	undulatus	Especie	(Temminck, 1815)	Undulated Tinamou	Válido
gbif.org/species/2477534	gbif.org/species/2477534	Crypturellus duidae	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	duidae	Especie	(J.T. Zimmer, 1938)	Gray-legged Tinamou	Válido
gbif.org/species/2477546	gbif.org/species/2477546	Crypturellus erythropus	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	erythropus	Especie	(Pelzeln, 1863)	Red-legged Tinamou	Válido
gbif.org/species/2477557	gbif.org/species/2477557	Crypturellus kerriae	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	kerriae	Especie	(Chapman, 1915)	Choco Tinamou	Válido
gbif.org/species/2477527	gbif.org/species/2477527	Crypturellus variegatus	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	variegatus	Especie	(J.F. Gmelin, 1789)	Variegated Tinamou	Válido
gbif.org/species/2477532	gbif.org/species/2477532	Crypturellus brevirostris	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	brevirostris	Especie	(Pelzeln, 1863)	Rusty Tinamou	Válido
gbif.org/species/2477556	gbif.org/species/2477556	Crypturellus bartletti	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	bartletti	Especie	(P.L. Sclater & Salvin, 1873)	Bartlett's Tinamou	Válido
gbif.org/species/2477570	gbif.org/species/2477570	Crypturellus casiquiare	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	casiquiare	Especie	(Chapman, 1929)	Barred Tinamou	Válido
gbif.org/species/2497983	gbif.org/species/2497983	Anhima cornuta	Animalia	Chordata	Aves	Anseriformes	Anhimidae	Anhima	cornuta	Especie	(Linnaeus, 1766)	Horned Screamer	Válido
gbif.org/species/5959223	gbif.org/species/5959223	Chauna chavaria	Animalia	Chordata	Aves	Anseriformes	Anhimidae	Chauna	chavaria	Especie	(Linnaeus, 1766)	Northern Screamer	Válido
gbif.org/species/2498402	gbif.org/species/2498402	Dendrocygna bicolor	Animalia	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	bicolor	Especie	(Vieillot, 1816)	Fulvous Whistling-Duck	Válido
gbif.org/species/2498396	gbif.org/species/2498396	Dendrocygna viduata	Animalia	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	viduata	Especie	(Linnaeus, 1766)	White-faced Whistling-Duck	Válido
gbif.org/species/2498393	gbif.org/species/2498393	Dendrocygna autumnalis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	autumnalis	Especie	(Linnaeus, 1758)	Black-bellied Whistling-Duck	Válido
gbif.org/species/7373023	gbif.org/species/7373023	Oressochen jubatus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Oressochen	jubatus	Especie	(Bannister, 1870)	Orinoco Goose	Válido
gbif.org/species/9751099	gbif.org/species/9751099	Cairina moschata	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cairina	moschata	Especie	(Linnaeus, 1758)	Muscovy Duck	Válido
gbif.org/species/2498003	gbif.org/species/2498003	Sarkidiornis sylvicola	Animalia	Chordata	Aves	Anseriformes	Anatidae	Sarkidiornis	sylvicola	Especie	(H. Ihering & R. Ihering, 1907)	Comb Duck	Válido
gbif.org/species/2498252	gbif.org/species/2498252	Alopochen aegyptiaca	Animalia	Chordata	Aves	Anseriformes	Anatidae	Alopochen	aegyptiaca	Especie	(Linnaeus, 1766)	Egyptian Goose	Válido
gbif.org/species/2498411	gbif.org/species/2498411	Amazonetta brasiliensis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Amazonetta	brasiliensis	Especie	(Gmelin, 1789)	Brazilian Teal	Válido
gbif.org/species/2498275	gbif.org/species/2498275	Merganetta armata	Animalia	Chordata	Aves	Anseriformes	Anatidae	Merganetta	armata	Especie	(Gould, 1842)	Torrent Duck	Válido
gbif.org/species/9583342	gbif.org/species/9583342	Spatula puna	Animalia	Chordata	Aves	Anseriformes	Anatidae	Spatula	puna	Especie	(Tschudi, 1844)	Puna Teal	Válido
gbif.org/species/8332393	gbif.org/species/8332393	Spatula clypeata	Animalia	Chordata	Aves	Anseriformes	Anatidae	Spatula	clypeata	Especie	(Linnaeus, 1758)	Northern Shoveler	Válido
gbif.org/species/9422220	gbif.org/species/9422220	Spatula discors	Animalia	Chordata	Aves	Anseriformes	Anatidae	Spatula	discors	Especie	(Linnaeus, 1766)	Blue-winged Teal	Válido
gbif.org/species/9345027	gbif.org/species/9345027	Spatula cyanoptera	Animalia	Chordata	Aves	Anseriformes	Anatidae	Spatula	cyanoptera	Especie	(Vieillot, 1816)	Cinnamon Teal	Válido
gbif.org/species/2498155	gbif.org/species/2498155	Mareca americana	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mareca	americana	Especie	(Gmelin, 1789)	American Wigeon	Válido
gbif.org/species/2498090	gbif.org/species/2498090	Anas bahamensis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	bahamensis	Especie	(Linnaeus, 1758)	White-cheeked Pintail	Válido
gbif.org/species/2498112	gbif.org/species/2498112	Anas acuta	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	Especie	(Linnaeus, 1758)	Northern Pintail	Válido
gbif.org/species/2498127	gbif.org/species/2498127	Anas georgica	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	georgica	Especie	(Gmelin, 1789)	Yellow-billed Pintail	Válido
gbif.org/species/8214667	gbif.org/species/8214667	Anas crecca	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	crecca	Especie	(Gmelin, 1789)	Green-winged Teal	Válido
gbif.org/species/2498068	gbif.org/species/2498068	Anas andium	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	andium	Especie	(P.L. Sclater & Salvin, 1873)	Andean Teal	Válido
gbif.org/species/9362027	gbif.org/species/9362027	Mareca strepera	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mareca	strepera	Especie	(Linnaeus, 1758)	Gadwall	Válido
gbif.org/species/2498177	gbif.org/species/2498177	Netta erythrophthalma	Animalia	Chordata	Aves	Anseriformes	Anatidae	Netta	erythrophthalma	Especie	(Wied-Neuwied, 1833)	Southern Pochard	Válido
gbif.org/species/2498264	gbif.org/species/2498264	Aythya collaris	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	collaris	Especie	(Donovan, 1809)	Ring-necked Duck	Válido
gbif.org/species/2498257	gbif.org/species/2498257	Aythya affinis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	affinis	Especie	(Eyton, 1838)	Lesser Scaup	Válido
gbif.org/species/2498250	gbif.org/species/2498250	Melanitta americana	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta	americana	Especie	(Swainson, 1832)	Black Scoter	Válido
gbif.org/species/2498375	gbif.org/species/2498375	Mergus serrator	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	serrator	Especie	(Linnaeus, 1758)	Red-breasted Merganser	Válido
gbif.org/species/2498316	gbif.org/species/2498316	Nomonyx dominicus	Animalia	Chordata	Aves	Anseriformes	Anatidae	Nomonyx	dominicus	Especie	(Linnaeus, 1766)	Masked Duck	Válido
gbif.org/species/2498305	gbif.org/species/2498305	Oxyura jamaicensis	Animalia	Chordata	Aves	Anseriformes	Anatidae	Oxyura	jamaicensis	Especie	(Gmelin, 1789)	Ruddy Duck	Válido
gbif.org/species/2482183	gbif.org/species/2482183	Chamaepetes goudotii	Animalia	Chordata	Aves	Galliformes	Cracidae	Chamaepetes	goudotii	Especie	(Lesson, 1828)	Sickle-winged Guan	Válido
gbif.org/species/2482208	gbif.org/species/2482208	Penelope argyrotis	Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope	argyrotis	Especie	(Bonaparte, 1856)	Band-tailed Guan	Válido
gbif.org/species/2482216	gbif.org/species/2482216	Penelope ortoni	Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope	ortoni	Especie	(Salvin, 1874)	Baudo Guan	Válido
gbif.org/species/2482198	gbif.org/species/2482198	Penelope montagnii	Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope	montagnii	Especie	(Bonaparte, 1856)	Andean Guan	Válido
gbif.org/species/9462558	gbif.org/species/9462558	Penelope jacquacu	Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope	jacquacu	Especie	(Spix, 1825)	Spix's Guan	Válido
gbif.org/species/2482225	gbif.org/species/2482225	Penelope purpurascens	Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope	purpurascens	Especie	(Wagler, 1830)	Crested Guan	Válido
gbif.org/species/2482224	gbif.org/species/2482224	Penelope perspicax	Animalia	Chordata	Aves	Galliformes	Cracidae	Penelope	perspicax	Especie	(Bangs, 1911)	Cauca Guan	Válido
gbif.org/species/2482310	gbif.org/species/2482310	Pipile cumanensis	Animalia	Chordata	Aves	Galliformes	Cracidae	Pipile	cumanensis	Especie	(Jacquin, 1784)	Blue-throated Piping-Guan	Válido
gbif.org/species/2482313	gbif.org/species/2482313	Aburria aburri	Animalia	Chordata	Aves	Galliformes	Cracidae	Aburria	aburri	Especie	(R. Lesson, 1828)	Wattled Guan	Válido
gbif.org/species/5229450	gbif.org/species/5229450	Ortalis cinereiceps	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	cinereiceps	Especie	(G.R. Gray, 1867)	Gray-headed Chachalaca	Válido
gbif.org/species/5229446	gbif.org/species/5229446	Ortalis garrula	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	garrula	Especie	(Humboldt, 1805)	Chestnut-winged Chachalaca	Válido
gbif.org/species/5229447	gbif.org/species/5229447	Ortalis ruficauda	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	ruficauda	Especie	(Jardine, 1847)	Rufous-vented Chachalaca	Válido
gbif.org/species/5229435	gbif.org/species/5229435	Ortalis erythroptera	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	erythroptera	Especie	(P.L. Sclater & Salvin, 1870)	Rufous-headed Chachalaca	Válido
gbif.org/species/5229460	gbif.org/species/5229460	Ortalis columbiana	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	columbiana	Especie	(Hellmayr, 1906)	Colombian Chachalaca	Válido
gbif.org/species/2482254	gbif.org/species/2482254	Ortalis guttata	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	guttata	Especie	(Spix, 1825)	Speckled Chachalaca	Válido
gbif.org/species/5229436	gbif.org/species/5229436	Ortalis motmot	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	motmot	Especie	(Linnaeus, 1766)	Variable Chachalaca	Válido
gbif.org/species/2482190	gbif.org/species/2482190	Nothocrax urumutum	Animalia	Chordata	Aves	Galliformes	Cracidae	Nothocrax	urumutum	Especie	(Spix, 1825)	Nocturnal Curassow	Válido
gbif.org/species/2482168	gbif.org/species/2482168	Crax rubra	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	rubra	Especie	(Linnaeus, 1758)	Great Curassow	Válido
gbif.org/species/2482178	gbif.org/species/2482178	Crax alberti	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	alberti	Especie	(Fraser, 1852)	Blue-billed Curassow	Válido
gbif.org/species/2482172	gbif.org/species/2482172	Crax daubentoni	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	daubentoni	Especie	(G.R. Gray, 1867)	Yellow-knobbed Curassow	Válido
gbif.org/species/2482173	gbif.org/species/2482173	Crax alector	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	alector	Especie	(Linnaeus, 1766)	Black Curassow	Válido
gbif.org/species/2482171	gbif.org/species/2482171	Crax globulosa	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	globulosa	Especie	(Spix, 1825)	Wattled Curassow	Válido
gbif.org/species/2482282	gbif.org/species/2482282	Mitu tomentosum	Animalia	Chordata	Aves	Galliformes	Cracidae	Mitu	tomentosum	Especie	(Spix, 1825)	Crestless Curassow	Válido
gbif.org/species/2482276	gbif.org/species/2482276	Mitu salvini	Animalia	Chordata	Aves	Galliformes	Cracidae	Mitu	salvini	Especie	(Reinhardt, 1879)	Salvin's Curassow	Válido
gbif.org/species/2482278	gbif.org/species/2482278	Mitu tuberosum	Animalia	Chordata	Aves	Galliformes	Cracidae	Mitu	tuberosum	Especie	(Spix, 1825)	Razor-billed Curassow	Válido
gbif.org/species/2482271	gbif.org/species/2482271	Pauxi pauxi	Animalia	Chordata	Aves	Galliformes	Cracidae	Pauxi	pauxi	Especie	(Linnaeus, 1766)	Helmeted Curassow	Válido
gbif.org/species/2474165	gbif.org/species/2474165	Rhynchortyx cinctus	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Rhynchortyx	cinctus	Especie	(Salvin, 1876)	Tawny-faced Quail	Válido
gbif.org/species/5228112	gbif.org/species/5228112	Colinus cristatus	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus	cristatus	Especie	(Linnaeus, 1766)	Crested Bobwhite	Válido
gbif.org/species/5228058	gbif.org/species/5228058	Odontophorus gujanensis	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	gujanensis	Especie	(C. Chubb, 1919)	Marbled Wood-Quail	Válido
gbif.org/species/5228053	gbif.org/species/5228053	Odontophorus atrifrons	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	atrifrons	Especie	(J.A. Allen, 1900)	Black-fronted Wood-Quail	Válido
gbif.org/species/5228045	gbif.org/species/5228045	Odontophorus erythrops	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	erythrops	Especie	(Gould, 1859)	Rufous-fronted Wood-Quail	Válido
gbif.org/species/5228067	gbif.org/species/5228067	Odontophorus hyperythrus	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	hyperythrus	Especie	(Gould, 1858)	Chestnut Wood-Quail	Válido
gbif.org/species/5228049	gbif.org/species/5228049	Odontophorus melanonotus	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	melanonotus	Especie	(Salvin, 1865)	Dark-backed Wood-Quail	Válido
gbif.org/species/5228035	gbif.org/species/5228035	Odontophorus speciosus	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	speciosus	Especie	(Tschudi, 1843)	Rufous-breasted Wood-Quail	Válido
gbif.org/species/5228040	gbif.org/species/5228040	Odontophorus dialeucos	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	dialeucos	Especie	(Wetmore, 1963)	Tacarcuna Wood-Quail	Válido
gbif.org/species/5228041	gbif.org/species/5228041	Odontophorus strophium	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	strophium	Especie	(Gould, 1844)	Gorgeted Wood-Quail	Válido
gbif.org/species/2481110	gbif.org/species/2481110	Phoenicopterus chilensis	Animalia	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	chilensis	Especie	(Molina, 1782)	Chilean Flamingo	Válido
gbif.org/species/9691034	gbif.org/species/9691034	Phoenicopterus ruber	Animalia	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	ruber	Especie	(Linnaeus, 1758)	American Flamingo	Válido
gbif.org/species/2482044	gbif.org/species/2482044	Tachybaptus dominicus	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Tachybaptus	dominicus	Especie	(Linnaeus, 1766)	Least Grebe	Válido
gbif.org/species/2482077	gbif.org/species/2482077	Podilymbus podiceps	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podilymbus	podiceps	Especie	(Linnaeus, 1758)	Pied-billed Grebe	Válido
gbif.org/species/2482050	gbif.org/species/2482050	Podiceps andinus	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	andinus	Especie	(Meyer de Schauensee, 1959)	Colombian Grebe	Válido
gbif.org/species/2482063	gbif.org/species/2482063	Podiceps occipitalis	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Podiceps	occipitalis	Especie	(Garnot, 1826)	Silvery Grebe	Válido
gbif.org/species/2495414	gbif.org/species/2495414	Columba livia	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	livia	Especie	(J.F. Gmelin, 1789)	Rock Pigeon	Válido
gbif.org/species/2495310	gbif.org/species/2495310	Patagioenas leucocephala	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	leucocephala	Especie	(Linnaeus, 1758)	White-crowned Pigeon	Válido
gbif.org/species/2495339	gbif.org/species/2495339	Patagioenas speciosa	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	speciosa	Especie	(J.F. Gmelin, 1789)	Scaled Pigeon	Válido
gbif.org/species/2495331	gbif.org/species/2495331	Patagioenas corensis	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	corensis	Especie	(Jacquin, 1784)	Bare-eyed Pigeon	Válido
gbif.org/species/2495266	gbif.org/species/2495266	Patagioenas fasciata	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	fasciata	Especie	(Say, 1822)	Band-tailed Pigeon	Válido
gbif.org/species/2495295	gbif.org/species/2495295	Patagioenas cayennensis	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	cayennensis	Especie	(Bonnaterre, 1792)	Pale-vented Pigeon	Válido
gbif.org/species/2495314	gbif.org/species/2495314	Patagioenas plumbea	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	plumbea	Especie	(Vieillot, 1818)	Plumbeous Pigeon	Válido
gbif.org/species/2495321	gbif.org/species/2495321	Patagioenas subvinacea	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	subvinacea	Especie	(Lawrence, 1868)	Ruddy Pigeon	Válido
gbif.org/species/2495284	gbif.org/species/2495284	Patagioenas nigrirostris	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	nigrirostris	Especie	(P.L. Sclater, 1860)	Short-billed Pigeon	Válido
gbif.org/species/2495333	gbif.org/species/2495333	Patagioenas goodsoni	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	goodsoni	Especie	(Hartert, 1902)	Dusky Pigeon	Válido
gbif.org/species/5843937	gbif.org/species/5843937	Geotrygon purpurata	Animalia	Chordata	Aves	Columbiformes	Columbidae	Geotrygon	purpurata	Especie	(Salvin, 1878)	Purple Quail-Dove	Válido
gbif.org/species/2496115	gbif.org/species/2496115	Geotrygon saphirina	Animalia	Chordata	Aves	Columbiformes	Columbidae	Geotrygon	saphirina	Especie	(Bonaparte, 1855)	Sapphire Quail-Dove	Válido
gbif.org/species/2496121	gbif.org/species/2496121	Geotrygon montana	Animalia	Chordata	Aves	Columbiformes	Columbidae	Geotrygon	montana	Especie	(Linnaeus, 1758)	Ruddy Quail-Dove	Válido
gbif.org/species/2496109	gbif.org/species/2496109	Geotrygon violacea	Animalia	Chordata	Aves	Columbiformes	Columbidae	Geotrygon	violacea	Especie	(Temminck, 1809)	Violaceous Quail-Dove	Válido
gbif.org/species/8320381	gbif.org/species/8320381	Leptotrygon veraguensis	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotrygon	veraguensis	Especie	(Lawrence, 1866)	Olive-backed Quail-Dove	Válido
gbif.org/species/2496060	gbif.org/species/2496060	Leptotila verreauxi	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	verreauxi	Especie	(Bonaparte, 1855)	White-tipped Dove	Válido
gbif.org/species/2496089	gbif.org/species/2496089	Leptotila cassinii	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	cassinii	Especie	(Lawrence, 1867)	Gray-chested Dove	Válido
gbif.org/species/2496093	gbif.org/species/2496093	Leptotila conoveri	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	conoveri	Especie	(Bond & Meyer de Schauensee, 1943)	Tolima Dove	Válido
gbif.org/species/2496098	gbif.org/species/2496098	Leptotila jamaicensis	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	jamaicensis	Especie	(Linnaeus, 1766)	Caribbean Dove	Válido
gbif.org/species/2496075	gbif.org/species/2496075	Leptotila plumbeiceps	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	plumbeiceps	Especie	(P.L. Sclater & Salvin, 1868)	Gray-headed Dove	Válido
gbif.org/species/2496081	gbif.org/species/2496081	Leptotila rufaxilla	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	rufaxilla	Especie	(Richard & Bernard, 1792)	Gray-fronted Dove	Válido
gbif.org/species/2496078	gbif.org/species/2496078	Leptotila pallida	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	pallida	Especie	(von Berlepsch & Taczanowski, 1884)	Pallid Dove	Válido
gbif.org/species/8243080	gbif.org/species/8243080	Zentrygon frenata	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zentrygon	frenata	Especie	(Tschudi, 1843)	White-throated Quail-Dove	Válido
gbif.org/species/7671500	gbif.org/species/7671500	Zentrygon linearis	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zentrygon	linearis	Especie	(Prévost, 1843)	Lined Quail-Dove	Válido
gbif.org/species/8184592	gbif.org/species/8184592	Zentrygon goldmani	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zentrygon	goldmani	Especie	(Nelson, 1912)	Russet-crowned Quail-Dove	Válido
gbif.org/species/2495370	gbif.org/species/2495370	Zenaida asiatica	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	asiatica	Especie	(Linnaeus, 1758)	White-winged Dove	Válido
gbif.org/species/2495358	gbif.org/species/2495358	Zenaida auriculata	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	auriculata	Especie	(Des Murs, 1847)	Eared Dove	Válido
gbif.org/species/2495347	gbif.org/species/2495347	Zenaida macroura	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	macroura	Especie	(Linnaeus, 1758)	Mourning Dove	Válido
gbif.org/species/2495922	gbif.org/species/2495922	Claravis pretiosa	Animalia	Chordata	Aves	Columbiformes	Columbidae	Claravis	pretiosa	Especie	(Ferrari-Pérez, 1886)	Blue Ground Dove	Válido
gbif.org/species/11100322	gbif.org/species/11100322	Paraclaravis mondetoura	Animalia	Chordata	Aves	Columbiformes	Columbidae	Paraclaravis	mondetoura	Especie	(Bonaparte, 1856)	Maroon-chested Ground Dove	Válido
gbif.org/species/2495178	gbif.org/species/2495178	Metriopelia melanoptera	Animalia	Chordata	Aves	Columbiformes	Columbidae	Metriopelia	melanoptera	Especie	(Molina, 1782)	Black-winged Ground Dove	Válido
gbif.org/species/2495869	gbif.org/species/2495869	Columbina passerina	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	passerina	Especie	(Linnaeus, 1758)	Common Ground Dove	Válido
gbif.org/species/2495853	gbif.org/species/2495853	Columbina minuta	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	minuta	Especie	(Linnaeus, 1766)	Plain-breasted Ground Dove	Válido
gbif.org/species/2495858	gbif.org/species/2495858	Columbina talpacoti	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	talpacoti	Especie	(Temminck, 1810)	Ruddy Ground Dove	Válido
gbif.org/species/2495892	gbif.org/species/2495892	Columbina buckleyi	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	buckleyi	Especie	(P.L. Sclater & Salvin, 1877)	Ecuadorian Ground Dove	Válido
gbif.org/species/2495888	gbif.org/species/2495888	Columbina squammata	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	squammata	Especie	(R. Lesson, 1831)	Scaled Dove	Válido
gbif.org/species/2495865	gbif.org/species/2495865	Columbina picui	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	picui	Especie	(Temminck, 1813)	Picui Ground Dove	Válido
gbif.org/species/2495891	gbif.org/species/2495891	Columbina cruziana	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	cruziana	Especie	(Prévost, 1842)	Croaking Ground Dove	Válido
gbif.org/species/2496210	gbif.org/species/2496210	Crotophaga major	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Crotophaga	major	Especie	(Gmelin, 1788)	Greater Ani	Válido
gbif.org/species/2496209	gbif.org/species/2496209	Crotophaga ani	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Crotophaga	ani	Especie	(Linnaeus, 1758)	Smooth-billed Ani	Válido
gbif.org/species/2496211	gbif.org/species/2496211	Crotophaga sulcirostris	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Crotophaga	sulcirostris	Especie	(Swainson, 1827)	Groove-billed Ani	Válido
gbif.org/species/5231932	gbif.org/species/5231932	Tapera naevia	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Tapera	naevia	Especie	(Linnaeus, 1766)	Striped Cuckoo	Válido
gbif.org/species/2496517	gbif.org/species/2496517	Dromococcyx phasianellus	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Dromococcyx	phasianellus	Especie	(Spix, 1824)	Pheasant Cuckoo	Válido
